fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;great
10.апр;0.55;0.23;02.июл;0.091;18;48;0.9994;мар.22;0.64;10.мар;6;1
06.сен;0.36;0.25;02.апр;0.098;5;16;0.9964;мар.41;0.6;10.янв;6;1
13.мар;0.34;0.52;03.фев;0.094;17;53;1.0014;03.май;0.81;09.май;6;1
10.авг;0.5;0.46;02.май;0.073;5;27;1.0001;03.май;0.64;09.май;5;0
10.июн;0.83;0.37;02.июн;0.086;26;70;0.9981;мар.16;0.52;09.сен;5;0
07.янв;0.63;0.06;2;0.083;8;29;0.99855;мар.67;0.73;09.июн;5;0
07.фев;0.65;0.02;02.мар;0.094;5;31;0.9993;мар.67;0.8;09.июл;5;0
06.сен;0.67;0.06;02.янв;0.08;8;33;0.99845;мар.68;0.71;09.июн;5;0
07.май;0.53;0.06;02.июн;0.086;20;44;0.9965;мар.38;0.59;10.июл;6;1
11.янв;0.18;0.48;01.май;0.068;7;15;0.9973;мар.22;0.64;10.янв;6;1
08.мар;0.705;0.12;02.июн;0.092;12;28;0.9994;мар.51;0.72;10;5;0
07.апр;0.67;0.12;01.июн;0.186;5;21;0.996;мар.39;0.54;09.май;5;0
08.апр;0.65;0.6;02.янв;0.112;12;90;0.9973;03.фев;0.52;09.фев;5;0
10.мар;0.53;0.48;02.май;0.063;6;25;0.9998;03.дек;0.59;09.мар;6;1
07.июн;0.62;0.32;02.фев;0.082;7;54;0.9966;мар.36;0.52;09.апр;5;0
10.мар;0.41;0.42;02.апр;0.213;6;14;0.9994;мар.19;0.62;09.май;6;1
10.мар;0.43;0.44;02.апр;0.214;5;12;0.9994;мар.19;0.63;09.май;6;1
07.апр;0.29;0.38;01.июл;0.062;9;30;0.9968;мар.41;0.53;09.май;6;1
10.мар;0.53;0.48;02.май;0.063;6;25;0.9998;03.дек;0.59;09.мар;6;1
07.сен;0.53;0.24;2;0.072;15;105;0.996;мар.27;0.54;09.апр;6;1
9;0.46;0.31;02.авг;0.093;19;98;0.99815;мар.32;0.63;09.май;6;1
08.июн;0.47;0.3;3;0.076;30;135;0.9976;03.мар;0.53;09.апр;5;0
07.апр;0.36;0.29;02.июн;0.087;26;72;0.99645;мар.39;0.68;11;5;0
07.янв;0.35;0.29;02.май;0.096;20;53;0.9962;мар.42;0.65;11;6;1
09.июн;0.56;0.23;03.апр;0.102;37;92;0.9996;03.мар;0.65;10.янв;5;0
09.июн;0.77;0.12;02.сен;0.082;30;74;0.99865;03.мар;0.64;10.апр;6;1
09.авг;0.66;0.39;03.фев;0.083;21;59;0.9989;мар.37;0.71;11.май;7;1
09.июн;0.77;0.12;02.сен;0.082;30;74;0.99865;03.мар;0.64;10.апр;6;1
09.авг;0.66;0.39;03.фев;0.083;21;59;0.9989;мар.37;0.71;11.май;7;1
09.мар;0.61;0.26;03.апр;0.09;25;87;0.99975;мар.24;0.62;09.июл;5;0
07.авг;0.62;0.05;02.мар;0.079;6;18;0.99735;мар.29;0.63;09.мар;5;0
10.мар;0.59;0.42;02.авг;0.09;35;73;0.999;мар.28;0.7;09.май;6;1
10;0.49;0.2;11;0.071;13;50;1.0015;мар.16;0.69;09.фев;6;1
10;0.49;0.2;11;0.071;13;50;1.0015;мар.16;0.69;09.фев;6;1
11.июн;0.53;0.66;мар.65;0.121;6;14;0.9978;03.май;0.74;11.май;7;1
10.мар;0.44;0.5;04.май;0.107;5;13;0.998;мар.28;0.83;11.май;5;0
13.апр;0.27;0.62;02.июн;0.082;6;21;1.0002;мар.16;0.67;09.июл;6;1
10.июл;0.46;0.39;2;0.061;7;15;0.9981;мар.18;0.62;09.май;5;0
10.фев;0.36;0.64;02.сен;0.122;10;41;0.998;мар.23;0.66;12.май;6;1
10.фев;0.36;0.64;02.сен;0.122;10;41;0.998;мар.23;0.66;12.май;6;1
8;0.58;0.28;03.фев;0.066;21;114;0.9973;мар.22;0.54;09.апр;6;1
08.апр;0.56;0.08;02.янв;0.105;16;44;0.9958;мар.13;0.52;11;5;0
07.сен;0.65;0.01;02.май;0.078;17;38;0.9963;мар.34;0.74;11.июл;7;1
11.сен;0.695;0.53;03.апр;0.128;7;21;0.9992;мар.17;0.84;12.фев;7;1
08.сен;0.43;0.45;01.сен;0.052;6;16;0.9948;мар.35;0.7;12.май;6;1
07.авг;0.43;0.32;02.авг;0.08;29;58;0.9974;мар.31;0.64;10.мар;5;0
12.апр;0.49;0.58;3;0.103;28;99;1.0008;мар.16;1;11.май;6;1
12.май;0.28;0.54;02.мар;0.082;12;29;0.9997;03.ноя;янв.36;09.авг;7;1
12.фев;0.34;0.5;02.апр;0.066;10;21;1;03.дек;янв.18;09.фев;6;1
10.июн;0.42;0.48;02.июл;0.065;5;18;0.9972;мар.21;0.87;11.мар;6;1
10.сен;0.39;0.47;01.авг;0.118;6;14;0.9982;03.мар;0.75;09.авг;6;1
10.сен;0.39;0.47;01.авг;0.118;6;14;0.9982;03.мар;0.75;09.авг;6;1
11.сен;0.57;0.5;02.июн;0.082;6;32;1.0006;03.дек;0.78;10.июл;6;1
7;0.685;0;01.сен;0.067;40;63;0.9979;03.июн;0.81;09.сен;5;0
06.июн;0.815;0.02;02.июл;0.072;17;34;0.9955;мар.58;0.89;12.мар;7;1
13.авг;0.49;0.67;3;0.093;6;15;0.9986;03.фев;0.93;12;6;1
09.июн;0.56;0.31;02.авг;0.089;15;46;0.9979;03.ноя;0.92;10;6;1
09.янв;0.785;0;02.июн;0.093;11;28;0.9994;мар.36;0.86;09.апр;6;1
10.июл;0.67;0.22;02.июл;0.107;17;34;1.0004;мар.28;0.98;09.сен;6;1
09.янв;0.795;0;02.июн;0.096;11;26;0.9994;мар.35;0.83;09.апр;6;1
07.июл;0.665;0;02.апр;0.09;8;19;0.9974;мар.27;0.73;09.мар;5;0
13.май;0.53;0.79;04.авг;0.12;23;77;1.0018;мар.18;0.77;13;5;0
06.янв;0.21;0.4;01.апр;0.066;40.5;165;0.9912;мар.25;0.59;11.сен;6;1
06.июл;0.75;0.01;02.апр;0.078;17;32;0.9955;мар.55;0.61;12.авг;6;1
11.май;0.41;0.52;3;0.08;29;55;1.0001;мар.26;0.88;11;5;0
10.май;0.42;0.66;фев.95;0.116;12;29;0.997;мар.24;0.75;11.июл;7;1
11.сен;0.43;0.66;03.янв;0.109;10;23;1;мар.15;0.85;10.апр;7;1
12.июн;0.38;0.66;02.июн;0.088;10;41;1.001;мар.17;0.68;09.авг;6;1
08.фев;0.7;0.23;2;0.099;14;81;0.9973;мар.19;0.7;09.апр;5;0
08.июн;0.45;0.31;02.июн;0.086;21;50;0.9982;мар.37;0.91;09.сен;6;1
11.сен;0.58;0.66;02.май;0.072;6;37;0.9992;03.май;0.56;10;5;0
12.май;0.46;0.63;2;0.071;6;15;0.9988;фев.99;0.87;10.фев;5;0
12.авг;0.615;0.66;05.авг;0.083;7;42;1.0022;03.июл;0.73;10;7;1
10;0.42;0.5;03.апр;0.107;7;21;0.9979;мар.26;0.93;11.авг;6;1
12.авг;0.615;0.66;05.авг;0.083;7;42;1.0022;03.июл;0.73;10;7;1
10.апр;0.575;0.61;02.июн;0.076;11;24;1;мар.16;0.69;9;5;0
10.мар;0.34;0.52;02.авг;0.159;15;75;0.9998;мар.18;0.64;09.апр;5;0
09.апр;0.27;0.53;02.апр;0.074;6;18;0.9962;03.фев;янв.13;12;7;1
06.сен;0.765;0.02;02.мар;0.063;35;63;0.9975;мар.57;0.78;09.сен;5;0
07.сен;0.24;0.4;01.июн;0.056;11;25;0.9967;мар.32;0.87;08.июл;6;1
09.янв;0.28;0.48;01.авг;0.067;26;46;0.9967;мар.32;01.апр;10.июн;6;1
07.апр;0.55;0.22;02.фев;0.106;12;72;0.9959;03.май;0.63;09.фев;5;0
14;0.41;0.63;03.авг;0.089;6;47;1.0014;03.янв;0.81;10.авг;6;1
11.май;0.54;0.71;04.апр;0.124;6;15;0.9984;03.янв;0.83;11.авг;7;1
11.май;0.45;0.5;3;0.078;19;47;1.0003;мар.26;01.ноя;11;6;1
09.апр;0.27;0.53;02.апр;0.074;6;18;0.9962;03.фев;янв.13;12;7;1
11.апр;0.625;0.66;06.фев;0.088;6;24;0.9988;03.ноя;0.99;13.мар;6;1
08.мар;0.42;0.38;02.май;0.094;24;60;0.9979;мар.31;0.7;10.авг;6;1
08.мар;0.26;0.42;2;0.08;11;27;0.9974;мар.21;0.8;09.апр;6;1
13.июл;0.415;0.68;02.сен;0.085;17;43;1.0014;03.июн;0.8;10;6;1
08.мар;0.26;0.42;2;0.08;11;27;0.9974;мар.21;0.8;09.апр;6;1
08.мар;0.26;0.42;2;0.08;11;27;0.9974;мар.21;0.8;09.апр;6;1
07.июл;0.51;0.28;02.янв;0.087;23;54;0.998;мар.42;0.74;09.фев;5;0
07.апр;0.63;0.07;02.апр;0.09;11;37;0.9979;мар.43;0.76;09.июл;6;1
07.авг;0.54;0.26;2;0.088;23;48;0.9981;мар.41;0.74;09.фев;6;1
08.мар;0.66;0.15;01.сен;0.079;17;42;0.9972;мар.31;0.54;09.июн;6;1
07.авг;0.46;0.26;01.сен;0.088;23;53;0.9981;мар.43;0.74;09.фев;6;1
09.июн;0.38;0.31;02.май;0.096;16;49;0.9982;мар.19;0.7;10;7;1
05.июн;0.85;0.05;01.апр;0.045;12;88;0.9924;мар.56;0.82;12.сен;8;1
13.июл;0.415;0.68;02.сен;0.085;17;43;1.0014;03.июн;0.8;10;6;1
09.май;0.37;0.52;2;0.082;6;26;0.998;мар.18;0.51;09.май;5;0
08.апр;0.665;0.61;2;0.112;13;95;0.997;мар.16;0.54;09.янв;5;0
12.июл;0.6;0.65;02.мар;0.063;6;25;0.9997;03.мар;0.57;09.сен;5;0
12;0.37;0.76;04.фев;0.066;7;38;1.0004;мар.22;0.6;13;7;1
06.июн;0.735;0.02;07.сен;0.122;68;124;0.9994;мар.47;0.53;09.сен;5;0
11.май;0.59;0.59;02.июн;0.087;13;49;0.9988;мар.18;0.65;11;6;1
11.май;0.59;0.59;02.июн;0.087;13;49;0.9988;мар.18;0.65;11;6;1
08.июл;0.765;0.22;02.мар;0.064;9;42;0.9963;03.янв;0.55;09.апр;5;0
06.июн;0.735;0.02;07.сен;0.122;68;124;0.9994;мар.47;0.53;09.сен;5;0
07.июл;0.26;0.3;01.июл;0.059;20;38;0.9949;мар.29;0.47;10.авг;6;1
12.фев;0.48;0.54;02.июн;0.085;19;64;1;03.янв;0.61;10.май;6;1
11.апр;0.6;0.49;02.июл;0.085;10;41;0.9994;мар.15;0.63;10.май;6;1
07.июл;0.69;0.05;02.июл;0.075;15;27;0.9974;мар.26;0.61;09.янв;5;0
08.июл;0.31;0.46;01.апр;0.059;11;25;0.9966;мар.36;0.76;10.янв;6;1
09.авг;0.44;0.47;02.май;0.063;9;28;0.9981;мар.24;0.65;10.авг;6;1
12;0.39;0.66;3;0.093;12;30;0.9996;мар.18;0.63;10.авг;7;1
10.апр;0.34;0.58;03.июл;0.174;6;16;0.997;мар.19;0.7;11.мар;6;1
12.май;0.46;0.49;04.май;0.07;26;49;0.9981;03.май;0.57;09.июн;4;0
9;0.43;0.34;02.май;0.08;26;86;0.9987;мар.38;0.62;09.май;6;1
09.янв;0.45;0.35;02.апр;0.08;23;78;0.9987;мар.38;0.62;09.май;5;0
07.янв;0.735;0.16;01.сен;0.1;15;77;0.9966;мар.27;0.64;09.мар;5;0
09.сен;0.4;0.53;06.июл;0.097;6;19;0.9986;мар.27;0.82;11.июл;7;1
08.авг;0.52;0.34;02.июл;0.087;24;122;0.9982;мар.26;0.61;09.май;5;0
08.июн;0.725;0.24;06.июн;0.117;31;134;1.0014;мар.32;01.июл;09.мар;5;0
10.июн;0.48;0.64;02.фев;0.111;6;20;0.997;мар.26;0.66;11.июл;6;1
7;0.58;0.12;01.сен;0.091;34;124;0.9956;мар.44;0.48;10.май;5;0
11.сен;0.38;0.51;2;0.121;7;20;0.9996;мар.24;0.76;10.апр;6;1
06.авг;0.77;0;01.авг;0.066;34;52;0.9976;мар.62;0.68;09.сен;5;0
09.май;0.56;0.33;02.апр;0.089;35;67;0.9972;мар.28;0.73;11.авг;7;1
06.июн;0.84;0.03;02.мар;0.059;32;48;0.9952;мар.52;0.56;12.мар;7;1
07.июл;0.96;0.2;2;0.047;15;60;0.9955;мар.36;0.44;10.сен;5;0
10.май;0.24;0.47;02.янв;0.066;6;24;0.9978;мар.15;0.9;11;7;1
07.июл;0.96;0.2;2;0.047;15;60;0.9955;мар.36;0.44;10.сен;5;0
06.июн;0.84;0.03;02.мар;0.059;32;48;0.9952;мар.52;0.56;12.мар;7;1
06.апр;0.67;0.08;02.янв;0.045;19;48;0.9949;мар.49;0.49;11.апр;6;1
09.май;0.78;0.22;01.сен;0.077;6;32;0.9988;мар.26;0.56;10.июн;6;1
09.янв;0.52;0.33;01.мар;0.07;9;30;0.9978;мар.24;0.6;09.мар;5;0
12.авг;0.84;0.63;02.апр;0.088;13;35;0.9997;03.янв;0.6;10.апр;6;1
10.май;0.24;0.47;02.янв;0.066;6;24;0.9978;мар.15;0.9;11;7;1
07.авг;0.55;0.35;02.фев;0.074;21;66;0.9974;мар.25;0.56;09.фев;5;0
11.сен;0.37;0.69;02.мар;0.078;12;24;0.9958;3;0.65;12.авг;6;1
12.мар;0.39;0.63;02.мар;0.091;6;18;1.0004;мар.16;0.49;09.май;5;0
10.апр;0.41;0.55;03.фев;0.076;22;54;0.9996;мар.15;0.89;09.сен;6;1
12.мар;0.39;0.63;02.мар;0.091;6;18;1.0004;мар.16;0.49;09.май;5;0
8;0.67;0.3;2;0.06;38;62;0.9958;мар.26;0.56;10.фев;6;1
11.янв;0.45;0.73;03.фев;0.066;6;22;0.9986;мар.17;0.66;11.фев;6;1
10.апр;0.41;0.55;03.фев;0.076;22;54;0.9996;мар.15;0.89;09.сен;6;1
7;0.62;0.18;01.май;0.062;7;50;0.9951;03.авг;0.6;09.мар;5;0
12.июн;0.31;0.72;02.фев;0.072;6;29;0.9987;фев.88;0.82;09.авг;8;1
11.сен;0.4;0.65;фев.15;0.068;7;27;0.9988;03.июн;0.68;11.мар;6;1
15.июн;0.685;0.76;03.июл;0.1;6;43;1.0032;фев.95;0.68;11.фев;7;1
10;0.44;0.49;02.июл;0.077;11;19;0.9963;мар.23;0.63;11.июн;7;1
05.мар;0.57;0.01;01.июл;0.054;5;27;0.9934;мар.57;0.84;12.май;7;1
09.май;0.735;0.1;02.янв;0.079;6;31;0.9986;мар.23;0.56;10.янв;6;1
12.май;0.38;0.6;02.июн;0.081;31;72;0.9996;03.янв;0.73;10.май;5;0
09.мар;0.48;0.29;02.янв;0.127;6;16;0.9968;мар.22;0.72;11.фев;5;0
08.июн;0.53;0.22;2;0.1;7;27;0.9967;03.фев;0.56;10.фев;6;1
11.сен;0.39;0.69;02.авг;0.095;17;35;0.9994;03.янв;0.61;10.авг;6;1
11.сен;0.39;0.69;02.авг;0.095;17;35;0.9994;03.янв;0.61;10.авг;6;1
08.апр;0.37;0.53;01.авг;0.413;9;26;0.9979;03.июн;01.июн;09.янв;6;1
06.авг;0.56;0.03;01.июл;0.084;18;35;0.9968;мар.44;0.63;10;6;1
10.апр;0.33;0.63;02.авг;0.084;5;22;0.9998;мар.26;0.74;11.фев;7;1
7;0.23;0.4;01.июн;0.063;21;67;0.9952;03.май;0.63;11.янв;5;0
11.мар;0.62;0.67;05.фев;0.086;6;19;0.9988;мар.22;0.69;13.апр;8;1
08.сен;0.59;0.39;02.мар;0.095;5;22;0.9986;мар.37;0.58;10.мар;5;0
09.фев;0.63;0.21;02.июл;0.097;29;65;0.9988;мар.28;0.58;09.июн;5;0
10.апр;0.33;0.63;02.авг;0.084;5;22;0.9998;мар.26;0.74;11.фев;7;1
11.июн;0.58;0.66;02.фев;0.074;10;47;1.0008;мар.25;0.57;9;3;0
09.фев;0.43;0.52;02.мар;0.083;14;23;0.9976;мар.35;0.61;11.мар;6;1
08.мар;0.615;0.22;02.июн;0.087;6;19;0.9982;мар.26;0.61;09.мар;5;0
11;0.26;0.68;фев.55;0.085;10;25;0.997;мар.18;0.61;11.авг;5;0
08.янв;0.66;0.7;02.фев;0.098;25;129;0.9972;03.авг;0.53;9;5;0
11.май;0.315;0.54;02.янв;0.084;5;15;0.9987;фев.98;0.7;09.фев;6;1
10;0.29;0.4;02.сен;0.098;10;26;1.0006;мар.48;0.91;09.июл;5;0
10.мар;0.5;0.42;2;0.069;21;51;0.9982;мар.16;0.72;11.май;6;1
08.авг;0.46;0.45;02.июн;0.065;7;18;0.9947;мар.32;0.79;14;6;1
11.апр;0.36;0.69;02.янв;0.09;6;21;1;мар.17;0.62;09.фев;6;1
08.июл;0.82;0.02;01.фев;0.07;36;48;0.9952;03.фев;0.58;09.авг;5;0
13;0.32;0.65;02.июн;0.093;15;47;0.9996;03.май;0.61;10.июн;5;0
09.июн;0.54;0.42;02.апр;0.081;25;52;0.997;03.фев;0.71;11.апр;6;1
12.май;0.37;0.55;02.июн;0.083;25;68;0.9995;мар.15;0.82;10.апр;6;1
09.сен;0.35;0.55;02.янв;0.062;5;14;0.9971;мар.26;0.79;10.июн;5;0
10.май;0.28;0.51;01.июл;0.08;10;24;0.9982;03.фев;0.89;09.апр;6;1
09.июн;0.68;0.24;02.фев;0.087;5;28;0.9988;мар.14;0.6;10.фев;5;0
09.мар;0.27;0.41;2;0.091;6;16;0.998;мар.28;0.7;09.июл;5;0
10.апр;0.24;0.49;01.авг;0.075;6;20;0.9977;мар.18;01.июн;11;6;1
09.июн;0.68;0.24;02.фев;0.087;5;28;0.9988;мар.14;0.6;10.фев;5;0
09.апр;0.685;0.11;02.июл;0.077;6;31;0.9984;мар.19;0.7;10.янв;6;1
10.июн;0.28;0.39;15.май;0.069;6;23;1.0026;03.дек;0.66;09.фев;5;0
09.апр;0.3;0.56;02.авг;0.08;6;17;0.9964;мар.15;0.92;11.июл;8;1
10.июн;0.36;0.59;02.фев;0.152;6;18;0.9986;03.апр;01.май;09.апр;5;0
10.июн;0.36;0.6;02.фев;0.152;7;18;0.9986;03.апр;01.июн;09.апр;5;0
10.июн;0.44;0.68;04.янв;0.114;6;24;0.997;03.июн;0.66;13.апр;6;1
10.фев;0.67;0.39;01.сен;0.054;6;17;0.9976;мар.17;0.47;10;5;0
10.фев;0.67;0.39;01.сен;0.054;6;17;0.9976;мар.17;0.47;10;5;0
10.фев;0.645;0.36;01.авг;0.053;5;14;0.9982;мар.17;0.42;10;6;1
11.июн;0.32;0.55;02.авг;0.081;35;67;1.0002;мар.32;0.92;10.авг;7;1
09.мар;0.39;0.4;02.июн;0.073;10;26;0.9984;мар.34;0.75;10.фев;6;1
09.мар;0.775;0.27;02.авг;0.078;24;56;0.9984;мар.31;0.67;10.июн;6;1
09.фев;0.41;0.5;02.май;0.055;12;25;0.9952;мар.34;0.79;13.мар;7;1
08.сен;0.4;0.51;02.июн;0.052;13;27;0.995;мар.32;0.9;13.апр;7;1
08.июл;0.69;0.31;3;0.086;23;81;1.0002;мар.48;0.74;11.июн;6;1
06.май;0.39;0.23;08.мар;0.051;28;91;0.9952;мар.44;0.55;12.янв;6;1
10.июл;0.35;0.53;02.июн;0.07;5;16;0.9972;мар.15;0.65;11;8;1
07.авг;0.52;0.25;01.сен;0.081;14;38;0.9984;мар.43;0.65;9;6;1
07.фев;0.34;0.32;02.май;0.09;43;113;0.9966;мар.32;0.79;11.янв;5;0
10.июл;0.35;0.53;02.июн;0.07;5;16;0.9972;мар.15;0.65;11;8;1
08.июл;0.69;0.31;3;0.086;23;81;1.0002;мар.48;0.74;11.июн;6;1
07.авг;0.52;0.25;01.сен;0.081;14;38;0.9984;мар.43;0.65;9;6;1
10.апр;0.44;0.73;июн.55;0.074;38;76;0.999;мар.17;0.85;12;7;1
10.апр;0.44;0.73;июн.55;0.074;38;76;0.999;мар.17;0.85;12;7;1
10.май;0.26;0.47;01.сен;0.078;6;24;0.9976;мар.18;01.апр;10.сен;7;1
10.май;0.24;0.42;01.авг;0.077;6;22;0.9976;мар.21;01.май;10.авг;7;1
10.фев;0.49;0.63;02.сен;0.072;10;26;0.9968;мар.16;0.78;12.май;7;1
10.апр;0.24;0.46;01.авг;0.075;6;21;0.9976;мар.25;01.фев;10.авг;7;1
11.фев;0.67;0.55;02.мар;0.084;6;13;1;мар.17;0.71;09.май;6;1
10;0.59;0.31;02.фев;0.09;26;62;0.9994;мар.18;0.63;10.фев;6;1
13.мар;0.29;0.75;02.авг;0.084;23;43;0.9986;03.апр;0.68;11.апр;7;1
12.апр;0.42;0.49;04.июн;0.073;19;43;0.9978;03.фев;0.61;09.май;5;0
10;0.59;0.31;02.фев;0.09;26;62;0.9994;мар.18;0.63;10.фев;6;1
10.июл;0.4;0.48;02.янв;0.125;15;49;0.998;03.мар;0.81;09.июл;6;1
10.май;0.51;0.64;02.апр;0.107;6;15;0.9973;03.сен;0.66;11.авг;7;1
10.май;0.51;0.64;02.апр;0.107;6;15;0.9973;03.сен;0.66;11.авг;7;1
08.май;0.655;0.49;06.янв;0.122;34;151;1.001;мар.31;янв.14;09.мар;5;0
12.май;0.6;0.49;04.мар;0.1;5;14;1.001;мар.25;0.74;11.сен;6;1
10.апр;0.61;0.49;02.янв;0.2;5;16;0.9994;мар.16;0.63;08.апр;3;0
10.сен;0.21;0.49;02.авг;0.088;11;32;0.9972;мар.22;0.68;11.июл;6;1
07.мар;0.365;0.49;02.май;0.088;39;106;0.9966;мар.36;0.78;11;5;0
09.авг;0.25;0.49;02.июл;0.088;15;33;0.9982;мар.42;0.9;10;6;1
07.июн;0.41;0.49;2;0.088;16;43;0.998;мар.48;0.64;09.янв;5;0
08.фев;0.39;0.49;02.мар;0.099;47;133;0.9979;мар.38;0.99;09.авг;5;0
09.мар;0.4;0.49;02.май;0.085;38;142;0.9978;мар.22;0.55;09.апр;5;0
09.фев;0.43;0.49;02.апр;0.086;23;116;0.9976;мар.23;0.64;09.май;5;0
10.апр;0.64;0.24;02.авг;0.105;29;53;0.9998;мар.24;0.67;09.сен;5;0
07.мар;0.365;0.49;02.май;0.088;39;106;0.9966;мар.36;0.78;11;5;0
7;0.38;0.49;02.май;0.097;33;85;0.9962;мар.39;0.77;11.апр;6;1
08.фев;0.42;0.49;02.июн;0.084;32;55;0.9988;мар.34;0.75;08.июл;6;1
09.сен;0.63;0.24;02.апр;0.077;6;33;0.9974;03.сен;0.57;09.апр;5;0
09.янв;0.22;0.24;02.янв;0.078;1;28;0.999;мар.41;0.87;10.мар;6;1
11.сен;0.38;0.49;02.июл;0.098;12;42;1.0004;мар.16;0.61;10.мар;5;0
11.сен;0.38;0.49;02.июл;0.098;12;42;1.0004;мар.16;0.61;10.мар;5;0
10.мар;0.27;0.24;02.янв;0.072;15;33;0.9956;мар.22;0.66;12.авг;6;1
10;0.48;0.24;02.июл;0.102;13;32;1;мар.28;0.56;10;6;1
09.янв;0.22;0.24;02.янв;0.078;1;28;0.999;мар.41;0.87;10.мар;6;1
09.сен;0.63;0.24;02.апр;0.077;6;33;0.9974;03.сен;0.57;09.апр;5;0
08.янв;0.825;0.24;02.янв;0.084;5;13;0.9972;мар.37;0.77;10.июл;6;1
12.сен;0.35;0.49;05.авг;0.066;5;35;1.0014;03.фев;0.66;12;7;1
11.фев;0.5;0.74;май.15;0.1;5;17;0.9996;мар.22;0.62;11.фев;5;0
09.фев;0.59;0.24;03.мар;0.101;20;47;0.9988;мар.26;0.67;09.июн;5;0
09.май;0.46;0.49;06.мар;0.064;5;17;0.9988;мар.21;0.73;11;6;1
09.мар;0.715;0.24;02.янв;0.07;5;20;0.9966;03.дек;0.59;09.сен;5;0
11.фев;0.66;0.24;02.май;0.085;16;53;0.9993;03.июн;0.72;11;6;1
14.мар;0.31;0.74;01.авг;0.075;6;15;1.0008;фев.86;0.79;08.апр;6;1
09.янв;0.47;0.49;02.июн;0.094;38;106;0.9982;03.авг;0.59;09.янв;5;0
07.май;0.55;0.24;2;0.078;10;28;0.9983;мар.45;0.78;09.май;6;1
10.июн;0.31;0.49;02.май;0.067;6;21;0.9987;мар.26;0.86;10.июл;6;1
12.апр;0.35;0.49;02.июн;0.079;27;69;0.9994;03.дек;0.75;10.апр;6;1
9;0.53;0.49;01.сен;0.171;6;25;0.9975;мар.27;0.61;09.апр;6;1
06.авг;0.51;0.01;02.янв;0.074;9;25;0.9958;мар.33;0.56;09.май;6;1
09.апр;0.43;0.24;02.авг;0.092;14;45;0.998;мар.19;0.73;10;6;1
09.май;0.46;0.24;02.июл;0.092;14;44;0.998;03.дек;0.74;10;6;1
5;01.апр;0.24;01.июн;0.05;32;96;0.9934;мар.74;0.62;11.май;5;0
15.май;0.645;0.49;04.фев;0.095;10;23;1.00315;фев.92;0.74;11.янв;5;0
15.май;0.645;0.49;04.фев;0.095;10;23;1.00315;фев.92;0.74;11.янв;5;0
10.сен;0.53;0.49;04.июн;0.118;10;17;1.0002;03.июл;0.56;11.июл;6;1
15.июн;0.645;0.49;04.фев;0.095;10;23;1.00315;фев.92;0.74;11.янв;5;0
10.сен;0.53;0.49;04.июн;0.118;10;17;1.0002;03.июл;0.56;11.июл;6;1
13;0.47;0.49;04.мар;0.085;6;47;1.0021;03.мар;0.68;12.июл;6;1
12.июл;0.6;0.49;02.авг;0.075;5;19;0.9994;мар.14;0.57;11.апр;5;0
9;0.44;0.49;02.апр;0.078;26;121;0.9978;мар.23;0.58;09.фев;5;0
9;0.54;0.49;02.сен;0.094;41;110;0.9982;03.авг;0.61;09.фев;5;0
07.июн;0.29;0.49;02.июл;0.092;25;60;0.9971;мар.31;0.61;10.янв;6;1
13;0.47;0.49;04.мар;0.085;6;47;1.0021;03.мар;0.68;12.июл;6;1
12.июл;0.6;0.49;02.авг;0.075;5;19;0.9994;мар.14;0.57;11.апр;5;0
08.июл;0.7;0.24;02.май;0.226;5;15;0.9991;мар.32;0.6;9;6;1
08.июл;0.7;0.24;02.май;0.226;5;15;0.9991;мар.32;0.6;9;6;1
09.авг;0.5;0.49;02.июн;0.25;5;20;0.999;мар.31;0.79;10.июл;6;1
06.фев;0.36;0.24;02.фев;0.095;19;42;0.9946;мар.57;0.57;11.июл;6;1
11.май;0.35;0.49;03.мар;0.07;10;37;1.0003;мар.32;0.91;11;6;1
06.фев;0.36;0.24;02.фев;0.095;19;42;0.9946;мар.57;0.57;11.июл;6;1
10.фев;0.24;0.49;02.апр;0.075;10;28;0.9978;мар.14;0.61;10.апр;5;0
10.май;0.59;0.49;02.янв;0.07;14;47;0.9991;03.мар;0.56;09.июн;4;0
10.июн;0.34;0.49;03.фев;0.078;20;78;0.9992;мар.19;0.7;10;6;1
12.мар;0.27;0.49;03.янв;0.079;28;46;0.9993;03.фев;0.8;10.фев;6;1
09.сен;0.5;0.24;02.мар;0.103;6;14;0.9978;мар.34;0.52;10;4;0
08.авг;0.44;0.49;02.авг;0.083;18;111;0.9982;03.мар;0.6;09.май;5;0
08.авг;0.47;0.49;02.сен;0.085;17;110;0.9982;мар.29;0.6;09.авг;5;0
10.июн;0.31;0.49;02.фев;0.063;18;40;0.9976;мар.14;0.51;09.авг;6;1
12.мар;0.5;0.49;02.фев;0.089;5;14;1.0002;мар.19;0.44;09.июн;5;0
12.мар;0.5;0.49;02.фев;0.089;5;14;1.0002;мар.19;0.44;09.июн;5;0
11.июл;0.49;0.49;02.фев;0.083;5;15;1;мар.19;0.43;09.фев;5;0
12;0.28;0.49;01.сен;0.074;10;21;0.9976;фев.98;0.66;09.сен;7;1
11.авг;0.33;0.49;03.апр;0.093;54;80;1.0002;03.мар;0.76;10.июл;7;1
07.июн;0.51;0.24;02.апр;0.091;8;38;0.998;мар.47;0.66;09.июн;6;1
